ticker,E_score,S_score,G_score,ESG_score,Sectors,Market_Cap,Beta_1Y,Risk_Score,Risk_Category
AUB,40.27,30.98,73.25,48.17,Financials,2596830403,0.887552716,51.83,High
BSGM,0.86,30.98,9.78,13.87,Health Care,29586525.43,1.322286453,86.13,High
CMRX,2.58,30.98,19,17.52,Health Care,410950046,1.488732425,82.48,High
CBRL,88.55,54.03,96.05,79.54,Consumer,2713475121,1.171356498,20.46,Medium
BWB,72.54,30.98,82.57,62.03,Financials,443725791,0.560238813,37.97,Medium
CASY,93.72,83.84,70.62,82.73,Consumer,7489093839,0.753319814,17.27,Low
CINF,85.26,2.08,96.56,61.3,Financials,19362896075,0.814221821,38.7,Medium
CUE,14.13,54.03,59.52,42.56,Health Care,145025995.4,1.154095912,57.44,High
CLXT,57.6,54.03,65.75,59.13,Health Care,21478171.46,1.150787118,40.87,Medium
CFFN,35.16,30.98,93.41,53.18,Financials,1341258967,0.436701037,46.82,Medium
CSWC,19.1,63.8,18.59,33.83,Financials,539285345.6,0.630148476,66.17,High
CCMP,92.45,83.84,95.9,90.73,Information Technology,5171978030,1.146587679,9.27,Low
CPSI,73.3,54.03,29.33,52.22,Health Care,477700312.9,0.458063194,47.78,Medium
COUP,94.53,95.57,15.91,68.67,Information Technology,6715862250,1.570159213,31.33,Medium
CENX,99.29,98.15,64.34,87.26,Utilities,1482513679,1.049204136,12.74,Low
BNOX,12.31,66.44,38.6,39.12,Health Care,60148920,0.697188166,60.88,High
CREX,53.09,10.56,31.36,31.67,Communication Services,11722052.92,1.35610413,68.33,High
COLB,73.66,16.13,98.89,62.89,Financials,2279889560,0.986772001,37.11,Medium
CTLP,64.64,30.98,24.92,40.18,Information Technology,388834031,1.528420083,59.82,High
CRTO,82.73,98.83,44.58,75.38,Communication Services,1526559300,1.426161744,24.62,Medium
CHNR,1.22,72.67,1.47,25.12,Utilities,30989508.46,0.259408442,74.88,High
CAR,99.59,98.43,1.57,66.53,Industrials,13547477032,2.193856703,33.47,Medium
CAAS,29.18,70.74,8.21,36.04,Consumer,88853114.88,0.750022169,63.96,High
CHCI,60.28,54.03,1.32,38.54,Financials,37524285,0.384613574,61.46,High
CSGP,77.76,54.03,33.23,55.01,Industrials,25524833311,1.409674199,44.99,Medium
CLFD,61.7,8.59,63.73,44.67,Information Technology,780744526,2.378474833,55.33,High
CYTH,2.28,5.17,41.03,16.16,Health Care,21542901.76,0.781143369,83.84,High
CVLG,82.02,75.58,48.68,68.76,Industrials,345951897,1.05394952,31.24,Medium
CDLX,65.65,54.03,19.6,46.43,Communication Services,1223367845,2.442323497,53.57,High
CDZI,1.17,44.91,27.71,24.59,Utilities,104042016.1,1.228346006,75.41,High
CMBM,76.34,87.72,15.55,59.87,Information Technology,436447582.2,1.752118919,40.13,Medium
CMTL,63.78,68.54,50.46,60.93,Information Technology,351073269.9,1.099867371,39.07,Medium
BPTH,12.74,41.13,4.36,19.41,Health Care,21265687.08,1.039752093,80.59,High
BWEN,76.19,45.04,27.56,49.59,Industrials,36633188.88,1.693624003,50.41,High
CIVB,29.08,54.03,78.01,53.71,Financials,299195520.5,0.552487797,46.29,Medium
CERE,11.04,5.17,8.71,8.31,Health Care,4576211378,1.35810907,91.69,High
CYAN,14.18,30.98,62.16,35.77,Consumer,17715314.76,0.424458205,64.23,High
CATC,32.37,2.08,95.69,43.38,Financials,575901848.7,0.58382272,56.62,High
BSQR,60.49,68.54,11.25,46.76,Information Technology,27578573.55,1.059177374,53.24,High
CBSH,74.16,2.08,91.84,56.03,Financials,8391796127,0.811891977,43.97,Medium
CNXN,42.15,30.98,38.4,37.17,Information Technology,1308099040,0.935538391,62.83,High
CRTX,11.04,30.98,38.86,26.96,Health Care,116985239.8,1.761337884,73.04,High
CSWI,91.29,90.55,54.76,78.87,Industrials,1669957163,0.738483873,21.13,Medium
CPSS,65.3,0.46,79.84,48.53,Financials,255208824,1.325095423,51.47,High
COWN,79.64,83.84,53.95,72.48,Financials,678832538.7,1.428485976,27.52,Medium
CTMX,72.24,30.98,55.12,52.78,Health Care,119025006.1,0.698026431,47.22,Medium
CFMS,19.91,30.98,30.24,27.04,Health Care,97028859.66,0.795359531,72.96,High
CUTR,26.29,75.58,72.54,58.14,Health Care,1091274563,1.228985362,41.86,Medium
BNTX,88.2,83.84,17.58,63.2,Health Care,36043812280,1.314831861,36.8,Medium
CCNE,33.43,21.99,87.89,47.77,Financials,426155209.2,0.630020099,52.23,High
CABA,11.04,30.98,6.43,16.15,Health Care,54139599.36,1.557461373,83.85,High
CLNE,80.75,75.58,18.24,58.19,Utilities,1293963692,1.434289469,41.81,Medium
CARA,15.3,30.98,57.7,34.66,Health Care,466243657.5,0.957365078,65.34,High
CHRS,33.08,66.44,11.4,36.97,Health Care,748550315,1.206632493,63.03,High
CHCO,50.35,2.08,90.78,47.74,Financials,1185233173,0.54645991,52.26,High
COLL,32.07,54.03,46.45,44.18,Health Care,542091905,0.553198479,55.82,High
BRCN,0.56,15.02,52.18,22.59,Utilities,77132169.57,1.238246499,77.41,High
CSGS,41.44,95.57,66.72,67.91,Information Technology,1965078553,0.574076377,32.09,Medium
CYTK,72.19,66.44,55.47,64.7,Health Care,3414172364,1.154103805,35.3,Medium
CDMO,72.29,30.98,8.92,37.39,Health Care,887266309.5,1.554402427,62.61,High
CECE,53.34,73.1,29.58,52.01,Industrials,166611565.2,1.000477589,47.99,Medium
CBTX,30.6,38.93,85.01,51.51,Financials,714077873.1,0.649865807,48.49,Medium
CIZN,20.77,19.58,28.17,22.84,Financials,101443151.6,0.00994997,77.16,High
CRIS,8.51,30.98,24.06,21.18,Health Care,90802231.61,0.703050702,78.82,High
CMCO,93.67,99.01,98.13,96.94,Industrials,1023140420,1.037813167,3.06,Low
CVLT,70.11,78.67,59.32,69.37,Information Technology,2705658548,1.065088141,30.63,Medium
CODA,14.94,42.43,11.14,22.84,Information Technology,61668867.6,0.349098216,77.16,High
CNCE,16.11,30.98,44.28,30.45,Health Care,116253894.4,1.172023328,69.55,High
CERN,71.23,94.43,63.63,76.43,Health Care,27592283179,0.16110164,23.57,Medium
CYBE,62.46,54.03,28.22,48.24,Information Technology,329715500.8,1.096308227,51.76,High
CPHC,43.62,12.01,2.89,19.5,Consumer,145337114.9,0.072552087,80.5,High
BWFG,25.53,30.98,74.82,43.78,Financials,278632034.2,0.38478182,56.22,High
CRUS,98.13,93.03,81.46,90.87,Information Technology,4491527411,1.157279955,9.13,Low
CLRB,12.74,66.44,20.06,33.08,Health Care,32444764.28,1.143349926,66.92,High
CAC,33.03,38.93,93.06,55.01,Financials,656952565.5,0.53909382,44.99,Medium
CTRE,92.1,75.58,33.69,67.12,Financials,1579931981,0.774938891,32.88,Medium
CATY,51.17,30.98,68.9,50.35,Financials,3051180405,1.04653977,49.65,Medium
CRAI,39.01,72.04,21.28,44.11,Industrials,607118540,0.935893464,55.89,High
CSX,83.13,91.74,86.47,87.12,Industrials,74555373754,0.823159957,12.88,Low
CVBF,55.02,63.8,99.34,72.72,Financials,3294222132,0.511272647,27.28,Medium
CG,79.79,75.58,3.14,52.84,Financials,13399747863,1.773193429,47.16,Medium
CARG,38.75,54.03,17.48,36.75,Communication Services,3972181160,1.839980445,63.25,High
BSRR,29.69,21.99,98.18,49.95,Financials,330685821.4,0.629805168,50.05,High
CCB,27.36,19.58,67.58,38.17,Financials,532139035.7,1.00858078,61.83,High
CNDT,96.1,87.72,44.63,76.15,Information Technology,1185824299,1.225077602,23.85,Medium
CCOI,77.71,78.32,51.98,69.33,Communication Services,2879428926,0.738610598,30.67,Medium
CSII,47.32,75.58,79.28,67.39,Health Care,809956081.5,1.14509068,32.61,Medium
CMCSA,94.12,96.66,59.27,83.35,Communication Services,1.81E+11,0.688283488,16.65,Low
BOKF,42.65,30.98,94.68,56.1,Financials,5771250071,0.981859967,43.9,Medium
CZNC,27.3,2.08,98.83,42.74,Financials,367503743.7,0.609292914,57.26,High
CHRW,69.4,90.55,97.37,85.77,Industrials,13782924803,0.480570754,14.23,Low
CJJD,19.55,12.01,14.18,15.25,Consumer,7202184.12,1.496112535,84.75,High
CDNA,28.06,54.03,25.23,35.77,Health Care,1733360581,2.108301416,64.23,High
COFS,25.23,19.58,4.46,16.42,Financials,182077329.7,0.154283946,83.58,High
BRID,21.53,81.64,0.41,34.52,Consumer,113914241.6,0.292777152,65.48,High
COLM,88.86,97.16,44.38,76.8,Consumer,5212053888,1.119091629,23.2,Medium
BXRX,1.72,54.03,61.96,39.24,Health Care,10324896.19,0.648089541,60.76,High
CHDN,40.37,12.01,46.56,32.98,Consumer,8112738291,1.312421022,67.02,High
CERS,23.45,66.44,51.32,47.07,Health Care,851828720.1,1.540987097,52.93,High
CPIX,16.51,66.44,13.83,32.26,Health Care,35468388.7,0.611214971,67.74,High
CVLY,52.58,30.98,42.15,41.9,Financials,226099440,0.252235228,58.1,High
CRMD,0.35,22.87,47.21,23.48,Health Care,136709765.9,0.840752276,76.52,High
CELC,9.7,16.13,8.76,11.53,Health Care,95639135.82,1.475520821,88.47,High
CYBR,86.73,8.59,23.66,39.66,Information Technology,6357550467,1.317167849,60.34,High
CTRN,73.71,54.03,97.67,75.14,Consumer,269604034,2.120588713,24.86,Medium
CLRO,59.42,30.98,22.24,37.55,Information Technology,16359391.98,0.757876633,62.45,High
CCBG,33.49,16.13,78.52,42.71,Financials,444211924.6,0.517792993,57.29,High
CGC,33.13,77.91,22.39,44.48,Health Care,2386256754,1.948559912,55.52,High
CASA,64.49,30.98,24.11,39.86,Information Technology,486900658.1,1.492602068,60.14,High
CACC,68.49,19.58,73.96,54.01,Financials,6800520507,0.959458021,45.99,Medium
CRVL,37.23,54.03,51.67,47.64,Health Care,2741575151,0.802389433,52.36,High
CCRN,55.72,83.84,80.29,73.29,Health Care,656588457.8,1.431599578,26.71,Medium
BSVN,21.94,63.8,29.13,38.29,Financials,217994398,0.670560696,61.71,High
CTAS,81.21,99.29,56.48,78.99,Industrials,40056109660,0.987237297,21.01,Medium
CRBP,1.52,41.13,48.63,30.43,Health Care,42282165.43,1.28316413,69.57,High
CNET,45.69,23.73,1.93,23.78,Communication Services,17005284.96,1.16652025,76.22,High
CZR,95.44,73.35,62.77,77.19,Consumer,14653920054,1.961492019,22.81,Medium
CSIQ,92.71,95.57,6.03,64.77,Information Technology,1784052687,1.369119598,35.23,Medium
CBAN,49.8,19.58,86.42,51.93,Financials,299143524.3,0.259237568,48.07,Medium
CVT,62.41,8.59,8.66,26.55,Information Technology,3228369316,0.789337526,73.45,High
CVCO,68.34,70.74,60.54,66.54,Consumer,2231150650,1.370932344,33.46,Medium
CMCT,76.14,21.99,0.61,32.91,Financials,164052703.6,0.1946447,67.09,High
CERT,8.11,5.17,35.03,16.1,Health Care,3062224597,1.705401351,83.9,High
COHR,89.51,95.57,81.76,88.95,Information Technology,6663661564,0.46206126,11.05,Low
CKPT,0.71,30.98,12.06,14.58,Health Care,119067789,1.353334687,85.42,High
CHTR,82.83,69.88,51.82,68.18,Communication Services,80170696420,0.550499094,31.82,Medium
CPRT,67.27,80.4,26.49,58.05,Industrials,27302689953,1.394548279,41.95,Medium
CDNS,69.15,87.72,80.19,79.02,Information Technology,41498971910,1.564866502,20.98,Medium
BYFC,15.5,2.08,62.97,26.85,Financials,107253751.9,0.960015921,73.15,High
CLSD,15.86,30.98,23,23.28,Health Care,99243569.7,1.092137957,76.72,High
BRKL,36.52,30.98,98.68,55.4,Financials,1129393683,0.6867954,44.6,Medium
CTSH,99.7,93.03,99.14,97.29,Information Technology,42042880381,0.965130619,2.71,Low
CHEF,70.62,88.8,73.61,77.68,Consumer,1423764074,1.211341212,22.32,Medium
CYCC,12.74,66.44,26.75,35.31,Health Care,18887025.15,1.214154701,64.69,High
CRMT,67.53,30.98,76.85,58.45,Consumer,544731093.2,1.115650994,41.55,Medium
CELH,23.2,17.58,27.2,22.66,Consumer,4064602019,2.543959329,77.34,High
CNOB,36.07,54.03,81,57.03,Financials,1090409053,0.673454636,42.97,Medium
DBX,84.75,54.03,22.95,53.91,Information Technology,8360968776,1.247704737,46.09,Medium
BSY,68.24,8.59,45.67,40.83,Information Technology,13122392820,1.416165124,59.17,High
BOOM,90.22,83.84,85.16,86.41,Utilities,380201425.5,1.222669262,13.59,Low
CGEN,4.66,5.17,25.53,11.79,Health Care,201450057.2,1.544240912,88.21,High
COMM,69.81,98.48,33.49,67.26,Information Technology,1302927299,1.673432469,32.74,Medium
CTBI,34.3,38.93,77.61,50.28,Financials,717506080,0.559728119,49.72,Medium
CZWI,24.52,30.98,14.54,23.35,Financials,133059649.4,0.301179087,76.65,High
CME,82.57,93.92,100,92.16,Financials,77915630578,0.66587414,7.84,Low
CRDF,0.91,54.03,19.1,24.68,Health Care,62360727.84,1.873494863,75.32,High
CHK,84.04,80.83,97.87,87.58,Utilities,10525888284,0.611966333,12.42,Low
CSTE,36.68,54.03,18.64,36.45,Industrials,326804703.6,0.867013869,63.55,High
CRVS,12.74,41.13,19.15,24.34,Health Care,63312774.96,0.803038006,75.66,High
COHU,86.37,72.95,85.97,81.76,Information Technology,1327228846,1.99650449,18.24,Low
CASH,73.61,2.08,88.7,54.8,Financials,1272585659,1.285508537,45.2,Medium
CBAT,86.02,19.58,13.07,39.56,Industrials,101123718.2,1.863141263,60.44,High
CAKE,89.72,79.58,98.94,89.41,Consumer,2078201434,1.224966526,10.59,Low
CVV,58.66,54.03,17.38,43.36,Information Technology,29338169.68,0.628397258,56.64,High
CTSO,17.07,54.03,18.39,29.83,Health Care,103242222,1.112047624,70.17,High
CETX,59.93,8.59,50.96,39.83,Information Technology,9772301.088,1.228459036,60.17,High
CVCY,25.08,30.98,92.3,49.45,Financials,227178202.6,0.461877209,50.55,High
CYCN,3.95,54.03,66.62,41.53,Health Care,31595647.39,1.587256392,58.47,High
CLAR,50.76,43.95,21.63,38.78,Consumer,853176578.3,1.361535906,61.22,High
CPRX,72.34,54.03,47.67,58.01,Health Care,802437770.5,1.014707046,41.99,Medium
DGICA,68.06,38.93,85.79,64.26,Financials,427191680.3,0.421352798,35.74,Medium
CDTX,47.01,54.03,40.12,47.05,Health Care,48003210.31,1.384230594,52.95,High
CHUY,50.2,54.03,44.78,49.67,Consumer,484468343.6,1.312538949,50.33,High
CRDL,0.15,77.91,7.5,28.52,Health Care,86076443.61,1.580908482,71.48,High
DNLI,18.79,54.03,36.42,36.42,Health Care,3090775574,1.505689558,63.58,High
DISCK,87.23,89.01,73.4,83.22,Communication Services,8062354648,0.955466481,16.78,Low
DRVN,40.88,13.88,50.53,35.1,Industrials,4757193944,1.280531684,64.9,High
CGNT,62.31,8.59,31.91,34.27,Information Technology,463129870.3,0.897918496,65.73,High
CRNC,66.51,8.59,45.67,40.26,Information Technology,1193013631,1.763222559,59.74,High
BRKR,56.94,5.17,86.07,49.39,Health Care,8657442964,1.196521709,50.61,High
DAIO,58.61,8.59,50.96,39.39,Information Technology,27936475.56,0.718552121,60.61,High
CTG,51.01,54.03,74.77,59.94,Information Technology,142978567.4,0.451997844,40.06,Medium
CSTL,47.11,30.98,55.32,44.47,Health Care,625936896.8,1.903881917,55.53,High
DCOM,37.64,38.93,96.1,57.56,Financials,1242987134,0.753372507,42.44,Medium
CYN,27.2,8.59,13.78,16.52,Information Technology,155318179.1,-0.472690156,83.48,High
DXPE,37.03,72.04,49.59,52.89,Industrials,440850407.1,0.811834152,47.11,Medium
BTAI,12.74,66.44,2.74,27.3,Health Care,390325812.7,1.426933439,72.7,High
CRWD,67.83,8.59,45.67,40.7,Information Technology,46995874689,1.490401166,59.3,High
EBIX,68.39,54.03,38.45,53.62,Information Technology,938270062,2.158570054,46.38,Medium
ENTG,96.15,75.58,86.22,85.98,Information Technology,15735261127,1.763541335,14.02,Low
EFSC,82.98,85.99,99.09,89.35,Financials,1650929526,0.783320747,10.65,Low
CEMI,43.82,54.03,46.86,48.24,Health Care,17292625.96,1.427575302,51.76,High
CHX,72.75,80.83,72.04,75.2,Utilities,4352773824,1.142428168,24.8,Medium
CHKP,68.54,42.43,40.27,50.41,Information Technology,16467717517,0.654942516,49.59,Medium
CTXS,98.02,78.67,76.7,84.46,Information Technology,12591315200,0.437138291,15.54,Low
CVET,74.62,86.47,91.95,84.35,Health Care,1996291540,1.440430037,15.65,Low
EVBG,66.36,30.98,14.24,37.19,Information Technology,1843408623,0.961445822,62.81,High
DSGX,89.31,78.67,71.88,79.96,Information Technology,5269265282,1.006249935,20.04,Medium
CONE,85.36,54.03,5.17,48.18,Financials,11707338884,0.13431143,51.82,High
DOCU,77.15,83.84,42.86,67.95,Information Technology,17157703672,2.08044605,32.05,Medium
CBAY,11.04,41.13,19.45,23.88,Health Care,189678583.4,0.876492047,76.12,High
EMCF,18.95,30.98,98.38,49.43,Financials,96607687.84,0.426742431,50.57,High
CWCO,58.51,75.58,84.25,72.78,Utilities,162289315.5,0.306219599,27.22,Medium
EXPO,66.16,23.99,64.08,51.41,Industrials,4857757440,0.93848716,48.59,Medium
FARO,93.36,83.84,68.39,81.86,Information Technology,655766838.1,1.046109502,18.14,Low
DAKT,34.9,54.03,81.61,56.85,Information Technology,150948305.2,0.733040577,43.15,Medium
EWBC,42.6,54.03,66.67,54.43,Financials,10431670612,1.436015651,45.57,Medium
CREG,18.14,54.03,7.7,26.62,Industrials,29618117.22,1.09998402,73.38,High
DGICB,68.06,38.93,85.79,64.26,Financials,425297807.5,0.172963071,35.74,Medium
DISH,46.45,10.56,3.39,20.14,Communication Services,14669358342,1.095414593,79.86,High
ERII,84.95,54.03,65.5,68.16,Industrials,1060839674,1.32052357,31.84,Medium
CTHR,18.09,54.03,73.2,48.44,Consumer,41976373.93,0.952742355,51.56,High
FEIM,60.44,54.03,72.49,62.32,Information Technology,71762629.96,0.195551143,37.68,Medium
EPAY,85.01,54.03,49.44,62.83,Information Technology,2553375684,0.469231665,37.17,Medium
DCPH,48.18,66.44,32.52,49.05,Health Care,720615133.5,1.069914862,50.95,High
FBRX,11.04,5.17,37.01,17.74,Health Care,16975450.15,1.335469367,82.26,High
DXYN,32.32,70.74,35.97,46.34,Consumer,44233341.6,1.562225913,53.66,High
CRON,19.5,75.58,61.9,52.33,Health Care,1174688937,1.634055568,47.67,Medium
FITB,46.05,2.08,97.11,48.41,Financials,25886054700,1.18027807,51.59,High
EGAN,62.21,75.58,11.55,49.78,Information Technology,327848938.1,0.776681516,50.22,High
EVER,34.55,43.29,15.65,31.16,Communication Services,463676741.1,1.043703975,68.84,High
EBMT,49.75,30.98,94.28,58.33,Financials,161828140,0.267043537,41.67,Medium
CYRX,90.58,66.44,75.43,77.48,Health Care,1164875107,2.079351098,22.52,Medium
DALN,29.99,10.56,43.01,27.85,Communication Services,35326599,0.414124537,72.15,High
DOMO,65.45,30.98,5.12,33.85,Information Technology,1463319710,2.176315889,66.15,High
CRWS,21.63,12.01,77.76,37.13,Consumer,62598166.2,0.257031026,62.87,High
FNWD,23,54.03,90.27,55.77,Financials,168416013.9,0.251498821,44.23,Medium
EMKR,81.76,8.59,58.56,49.64,Information Technology,134199331.2,1.693343817,50.36,High
EXTR,93.92,30.98,29.18,51.36,Information Technology,1299198511,1.834319174,48.64,Medium
FLIC,72.59,2.08,98.53,57.73,Financials,403663042.9,0.439598018,42.27,Medium
FOX,97.64,79.15,31.64,69.48,Communication Services,19915717529,0.726885486,30.52,Medium
EXAS,77.25,54.03,49.54,60.28,Health Care,10108046570,1.341144065,39.72,Medium
CWST,94.63,88.68,54.05,79.12,Industrials,4006131742,0.659248571,20.88,Medium
FAST,77.61,75.58,85.36,79.52,Industrials,31655449980,0.76768196,20.48,Medium
CVGI,89.92,90.55,27.46,69.31,Industrials,237211106.4,1.168279415,30.69,Medium
FFWM,36.12,17.15,20.82,24.7,Financials,1244384526,0.92571327,75.3,High
FMBH,34.65,30.98,99.54,55.06,Financials,738804165.5,0.677413028,44.94,Medium
DCT,65.55,8.59,26.7,33.61,Information Technology,2193264537,1.001540693,66.39,High
DGII,86.68,8.59,24.21,39.83,Information Technology,664187999,1.239926853,60.17,High
DJCO,54.05,19.58,2.68,25.44,Communication Services,367223206.2,0.585827493,74.56,High
CONN,51.52,54.03,80.55,62.03,Consumer,375355798.7,1.713352286,37.97,Medium
DSKE,56.89,54.03,12.82,41.24,Industrials,544325357.1,1.320612327,58.76,High
CYT,11.04,5.17,12.72,9.64,Health Care,83211215.8,1.753874652,90.36,High
FELE,88.96,80.4,59.98,76.44,Industrials,3297019611,1.225641753,23.56,Medium
EPZM,17.02,41.13,14.59,24.25,Health Care,113046289.2,1.784801249,75.75,High
FCAP,18.49,30.98,99.9,49.79,Financials,122110937.1,0.274710611,50.21,High
DOOO,96.61,91.64,49.7,79.31,Consumer,6683834691,1.472605385,20.69,Medium
CXDO,59.83,42.43,15.7,39.32,Information Technology,60140801.7,0.51162515,60.68,High
FIVE,47.77,54.03,94.78,65.53,Consumer,9022682359,1.61646141,34.47,Medium
EGBN,37.34,54.03,64.79,52.05,Financials,1622900590,0.760372998,47.95,Medium
FSBW,72.49,54.03,30.19,52.24,Financials,236933987.1,0.574226297,47.76,Medium
ESCA,34.7,42.91,27.66,35.09,Consumer,178779863.4,1.081742927,64.91,High
FRGI,32.93,30.98,61.5,41.8,Consumer,172617896,0.984176988,58.2,High
EVFM,54.31,41.13,42.96,46.13,Health Care,29902264.91,1.232534422,53.87,High
FWONK,78.04,43.29,50.13,57.15,Communication Services,14317038404,0.794837902,42.85,Medium
FTNT,69.71,95.57,21.88,62.39,Information Technology,46801733231,1.988419588,37.61,Medium
FOXA,97.64,79.15,31.64,69.48,Communication Services,19915717529,0.706045673,30.52,Medium
EXC,87.49,15.02,82.07,61.52,Utilities,45723389557,0.42998052,38.48,Medium
DYN,8.79,5.17,18.14,10.7,Health Care,440088016,1.615006062,89.3,High
EBTC,31.86,54.03,98.07,61.32,Financials,417559986,0.616739775,38.68,Medium
EYE,45.09,75.58,67.83,62.83,Consumer,3103935729,1.179139725,37.17,Medium
FOCS,80.14,85.99,18.95,61.69,Financials,3107044875,1.300668335,38.31,Medium
FLL,27.86,54.03,45.29,42.39,Consumer,305125522.6,1.629120144,57.61,High
FMBI,72.9,63.8,42.65,59.79,Financials,11613679733,0.49293736,40.21,Medium
EML,63.12,23.99,48.99,45.36,Industrials,143699863.8,0.423491454,54.64,High
DCTH,3.55,54.03,26.04,27.87,Health Care,46333426.08,0.83468462,72.13,High
DTIL,45.59,54.03,13.02,37.55,Health Care,129401132.4,1.855419148,62.45,High
FATE,19.6,30.98,61.45,37.34,Health Care,2875327888,1.901280243,62.66,High
DKNG,39.72,12.01,55.85,35.86,Consumer,6126070763,2.027523042,64.14,High
CVGW,74.42,89.77,41.59,68.59,Consumer,631890000,0.452265046,31.41,Medium
GBNY,14.34,2.08,62.97,26.46,Financials,28196253.67,-0.051822731,73.54,High
CROX,89.77,97.16,32.57,73.17,Consumer,4369350788,2.060015989,26.83,Medium
FIVN,67.73,16.13,30.75,38.2,Information Technology,8073530320,1.171540737,61.8,High
FFBC,39.67,63.8,91.34,64.94,Financials,1965535632,0.966956332,35.06,Medium
EQ,8.79,5.17,59.42,24.46,Health Care,86375262.96,0.593600789,75.54,High
DHC,76.9,63.8,61.14,67.28,Financials,520998186.9,1.312327716,32.72,Medium
FCBC,29.58,30.98,60.08,40.21,Financials,459322655.7,0.761406405,59.79,High
FULC,14.74,30.98,18.74,21.49,Health Care,400015037.8,0.585137737,78.51,High
FWRD,85.71,54.03,89.72,76.49,Industrials,2666242335,1.284075985,23.51,Medium
DZSI,63.98,23.35,1.17,29.5,Information Technology,330151673.8,1.073940666,70.5,High
DORM,70.57,54.03,84.95,69.85,Consumer,3101422865,0.735810899,30.15,Medium
FOXF,52.38,83.84,17.68,51.3,Consumer,3587571816,1.562198314,48.7,Medium
EXEL,81.16,75.58,79.69,78.81,Health Care,7255331824,0.668935311,21.19,Medium
EGLE,57.85,72.04,17.53,49.14,Industrials,852812655.8,0.61249251,50.86,High
DDOG,39.97,8.59,45.67,31.41,Information Technology,37854960663,2.000642439,68.59,High
FGBI,28.32,30.98,54.81,38.04,Financials,262454334,0.327730786,61.96,High
FRHC,34.95,2.08,76.27,37.77,Financials,2833852291,1.347568858,62.23,High
EYES,12.74,19.58,23.81,18.71,Health Care,65025140.4,1.237312328,81.29,High
ECOL,83.49,72.85,76.49,77.61,Industrials,1512276429,0.928729891,22.39,Medium
GENC,61.5,13.88,0.35,25.24,Industrials,149361983.4,0.471925295,74.76,High
FLMN,48.53,30.98,62.56,47.36,Utilities,591313123.1,0.742171851,52.64,High
ENDP,91.13,83.84,5.78,60.25,Health Care,510196455.6,1.705581331,39.75,Medium
FB,85.21,89.01,70.06,81.43,Communication Services,5.71E+11,1.903101795,18.57,Low
FOLD,85.41,86.47,67.63,79.84,Health Care,1963870834,1.488685138,20.16,Medium
FMNB,31.05,63.8,37.34,44.06,Financials,527464080,0.497126391,55.94,High
FSFG,32.57,16.13,93.57,47.42,Financials,177596590,0.260490729,52.58,High
EVGN,57.19,54.03,31.21,47.48,Health Care,44463781.44,1.323708291,52.52,High
FIXX,16.57,54.03,37.44,36.01,Health Care,97555482.6,1.603625275,63.99,High
DVAX,44.12,54.03,37.89,45.35,Health Care,1174698522,1.539223481,54.65,High
ESGR,76.95,77.53,78.12,77.53,Financials,4362493168,0.499556169,22.47,Medium
FXNC,20.06,2.08,73.1,31.75,Financials,130370494.2,0.264997962,68.25,High
FRAF,23.1,17.15,97.32,45.85,Financials,142591840,0.15545822,54.15,High
EQBK,32.78,54.03,87.79,58.2,Financials,519271582.8,0.564928643,41.8,Medium
DLHC,34.6,13.88,57.07,35.18,Industrials,195859401.9,0.832653003,64.82,High
GMAB,88.04,83.84,74.52,82.13,Health Care,22882054482,0.868512382,17.87,Low
GBT,29.79,30.98,76.14,45.63,Health Care,2089000083,1.13576852,54.37,High
FFHL,81.61,0.46,1.72,27.93,Utilities,20182872.66,0.603445229,72.07,High
EA,91.54,96.66,90.98,93.06,Communication Services,33746672160,0.417936843,6.94,Low
EGRX,27.46,30.98,31.26,29.9,Health Care,566229057.9,0.405045079,70.1,High
ECOR,4.51,54.03,19.25,25.93,Health Care,29135894.69,0.863373706,74.07,High
EXLS,99.34,75.58,87.39,87.44,Information Technology,4508947297,0.916145828,12.56,Low
FULT,41.03,63.8,95.19,66.68,Financials,2463450600,0.825839354,33.32,Medium
GILD,74.92,93.03,95.74,87.9,Health Care,75689050000,0.326192069,12.1,Low
DENN,85.46,83.84,42.1,70.47,Consumer,818924238,1.12554398,29.53,Medium
FCCO,49.34,21.99,96.4,55.91,Financials,147507228,0.252131418,44.09,Medium
DOX,69.86,87.72,19.76,59.11,Information Technology,9763469100,0.650149285,40.89,Medium
COOP,68.59,63.8,26.55,52.98,Financials,3269605643,0.65132144,47.02,Medium
ENG,60.13,54.03,11.2,41.78,Utilities,44742957.25,1.32255029,58.22,High
EYPT,16.87,54.03,39.41,36.77,Health Care,408906007.3,0.89222652,63.23,High
DHIL,32.02,21.99,53.24,35.75,Financials,535795807.2,0.880467253,64.25,High
FNCB,22.19,21.99,98.73,47.64,Financials,163177632.6,0.105670658,52.36,High
EVLO,11.04,54.03,6.59,23.89,Health Care,131454585.9,1.580514948,76.11,High
FLNT,35.66,30.98,10.39,25.68,Communication Services,107787641.8,2.17390793,74.32,High
FIZZ,31,24.32,14.74,23.35,Consumer,4091825953,0.70292599,76.65,High
FGEN,47.21,30.98,48.83,42.34,Health Care,897473109.3,1.094624465,57.66,High
FONR,19.2,66.44,39.36,41.67,Health Care,121048364,0.611100485,58.33,High
FBIO,20.62,22.87,48.78,30.76,Health Care,109243842.1,1.690770276,69.24,High
